0	3	0	0	0	7.23	20
1	2	1	1	1	13	18
1	1	1	1	0	106.43	48
1	1	1	0	0	27.72	55
1	2	1	0	2	30	45
0	1	0	1	1	134.5	45
0	1	0	1	0	51.86	41
1	2	1	0	0	21	22
0	2	0	1	1	32.5	42
1	2	1	1	0	26	29
1	2	1	1	2	27.75	0.9
0	3	0	0	0	7.93	20
0	1	0	1	0	136.78	27
0	3	0	0	0	9.33	24
0	3	0	0	0	9.5	32.5
0	3	0	0	0	8.05	28
1	2	1	0	0	13	19
0	3	0	0	0	7.78	21
0	3	0	1	0	17.4	36.5
0	3	0	0	0	7.85	21
1	2	1	0	2	23	29
1	3	1	1	1	12.18	1
0	2	0	0	0	12.74	30
0	3	0	0	0	8.66	17
0	1	0	0	0	75.24	46
1	1	1	1	0	136.78	26
1	2	1	1	0	26	20
0	2	0	0	0	10.5	28
0	2	0	1	0	26	40
0	2	0	1	0	21	30
0	2	0	0	0	10.5	22
1	3	1	0	0	8.66	23
0	3	0	1	1	13.78	0.8
1	3	1	1	1	15.25	9
0	3	1	1	1	20.21	2
0	3	0	0	0	7.25	36
0	1	0	1	0	82.27	24
1	3	1	0	0	6.95	30
0	1	0	1	1	81.86	53
0	3	0	0	0	9.5	36
0	3	0	0	0	7.9	26
1	2	1	1	2	41.58	1
0	1	0	0	0	45.5	30
0	3	0	0	0	7.85	29
0	3	0	0	0	7.78	32
0	2	0	0	1	21	43
0	3	0	0	0	8.66	24
1	1	1	1	1	26.55	64
0	1	0	1	2	151.55	30
0	3	0	0	1	9.35	0.8
0	1	0	1	1	93.5	55
1	3	1	1	0	14.11	45
0	3	0	0	0	8.66	18
0	3	0	0	0	7.23	22
1	3	1	0	0	7.75	37
1	1	1	0	0	135.63	55
1	3	1	0	0	7.73	17
0	1	0	1	0	146.52	57
0	2	0	0	0	10.5	19
0	3	0	0	0	7.85	27
0	2	0	2	0	31.5	22
0	3	0	0	0	7.78	26
0	3	0	0	0	7.23	25
0	2	0	0	0	13	26
0	1	0	0	0	26.55	33
1	1	1	0	0	211.34	39
0	3	0	0	0	7.05	23
1	2	1	2	1	39	12
0	1	0	0	0	79.2	46
0	2	0	1	0	26	29
0	2	0	0	0	13	21
1	2	1	0	2	36.75	48
0	1	0	0	0	29.7	39
1	3	1	1	1	15.74	19
0	3	0	0	0	7.9	27
0	1	0	0	0	26	30
0	2	0	0	0	13	32
0	3	0	0	2	7.23	39
0	2	0	0	0	31.5	25
0	2	0	0	0	10.5	18
0	3	0	0	0	7.58	32
1	1	1	0	1	512.33	58
1	3	1	0	0	7.65	16
0	2	0	0	0	13	26
1	3	1	0	0	7.23	38
0	2	0	0	0	13.5	24
1	2	1	0	0	21	31
1	1	1	0	1	63.36	45
0	2	0	0	0	10.5	25
0	2	0	0	0	73.5	18
0	2	0	1	2	65	49
0	3	1	1	2	20.58	0.2
0	1	0	0	0	26	50
1	1	1	2	0	51.48	59
1	3	1	1	0	15.55	30
0	3	0	8	2	69.55	14.5
1	2	1	1	1	37	24
1	2	1	0	0	21	31
0	3	0	0	0	8.66	27
1	1	1	1	0	55.44	25
0	3	1	0	0	39.69	22
1	1	1	0	1	59.4	45
0	2	0	0	0	13.86	29
0	2	0	1	0	11.5	21
1	1	1	0	0	134.5	31
0	1	0	0	0	0	49
0	2	0	0	0	13	44
1	1	1	1	1	81.86	54
1	1	1	0	0	262.38	45
1	3	1	2	0	8.66	22
0	2	0	0	0	11.5	21
0	1	0	0	0	50	55
0	3	0	4	2	31.39	5
0	3	0	0	0	7.88	26
1	3	1	1	0	16.1	19
1	2	1	1	2	65	24
0	3	0	0	0	7.78	24
0	2	0	0	0	13	57
0	3	0	0	0	7.75	21
0	3	0	3	1	21.08	6
0	1	0	0	0	93.5	23
1	1	1	0	1	39.4	51
0	3	0	0	2	20.25	13
0	2	0	0	0	10.5	47
0	3	0	3	1	22.03	29
1	1	1	1	0	60	18
0	3	0	0	0	7.25	24
1	1	1	1	1	79.2	48
0	3	0	0	0	7.78	22
0	3	0	0	0	7.73	31
1	1	1	0	0	164.87	30
0	2	0	1	0	21	38
1	1	1	0	1	59.4	22
0	1	0	0	0	47.1	17
0	1	0	1	0	27.72	43
0	2	0	0	0	13.86	20
0	2	0	1	0	10.5	23
0	1	0	1	1	211.5	50
1	3	1	1	1	13.78	3
1	1	1	1	0	90	37
1	3	1	0	0	7.78	28
1	1	1	0	0	108.9	39
0	3	0	0	0	7.25	38.5
0	3	0	0	0	7.9	27.94
1	1	1	0	0	31.68	48.71
0	3	0	2	0	21.68	26.53
0	3	1	1	2	23.45	21.32
1	3	1	0	0	8.05	26.79
0	3	0	0	0	56.5	32.79
0	1	0	0	0	26.55	49.42
0	3	0	0	0	7.75	27.94
0	2	0	0	0	15.58	38.48
0	3	0	1	0	16.1	27.23
1	2	1	0	0	21	37.63
0	3	0	0	0	8.05	27.95
0	3	0	0	0	7.9	27.94
0	2	0	0	0	10.71	38.27
0	3	0	1	0	14.45	27.15
1	3	1	0	0	7.75	26.78
0	3	0	0	0	7.78	27.94
0	3	0	0	0	8.05	27.95
0	3	0	0	0	7.75	27.94
0	3	0	0	0	7.75	27.94
0	3	0	0	0	8.71	27.97
1	3	1	0	0	7.78	26.78
0	3	0	0	0	6.44	27.90
0	3	0	1	0	7.75	26.90
0	3	0	0	0	7.75	27.94
0	3	1	2	0	23.25	21.08
0	3	1	0	4	25.47	21.71
0	3	0	1	0	6.44	26.87
0	1	0	0	0	51.86	52.46
0	1	0	0	0	26.55	49.42
0	3	0	0	0	7.9	27.94
1	3	1	0	0	7.73	26.78
0	3	0	0	0	7	27.92
1	1	1	0	0	27.72	48.36
0	3	0	0	0	7.55	27.93
0	3	0	0	0	7.23	27.92
0	3	0	0	0	7.75	27.94
0	3	1	8	2	69.55	20.81
0	1	0	0	0	26	49.38
1	3	1	0	0	8.11	26.79
1	3	1	0	0	15.5	27.08
0	1	0	0	0	25.74	49.36
0	3	0	0	0	7.05	27.92
1	3	1	0	0	7.88	26.78
0	3	0	0	0	8.05	27.95
1	3	1	0	2	15.25	26.27
1	3	1	0	0	7.75	26.78
0	3	0	0	0	7.88	27.94
0	3	0	0	0	7.89	27.94
0	3	0	1	2	23.45	26.88
1	3	1	1	0	14.45	26.00
0	3	0	0	0	7.55	27.93
0	3	0	0	0	7.75	27.94
0	3	0	0	0	7.9	27.94
0	1	0	0	0	0	48.26
0	3	0	0	0	7.55	27.93
1	3	1	0	0	8.05	26.79
0	3	0	0	0	7.75	27.94
1	3	1	1	0	15.5	26.05
0	3	0	0	0	7.23	27.92
1	3	1	0	0	7.75	26.78
0	3	0	0	0	7.25	27.92
0	3	0	0	0	7.23	27.92
0	3	0	0	0	8.05	27.95
0	1	0	0	0	39.6	50.73
0	3	0	0	0	7.23	27.92
0	3	0	2	0	21.68	26.53
0	2	0	0	0	15.05	38.45
1	3	1	0	0	7.75	26.78
0	3	0	0	0	7.58	27.93
0	3	0	0	0	7.23	27.92
0	3	0	0	0	7.23	27.92
0	3	0	1	9	69.55	30.80
0	3	0	1	1	14.5	26.76
0	3	0	0	0	7.88	27.94
0	3	0	0	0	7.75	27.94
0	3	1	1	9	69.55	25.24
0	3	0	1	0	14.46	27.16
0	3	0	0	0	7.75	27.94
1	3	1	0	0	14.5	27.03
0	2	0	0	0	12.88	38.35
1	3	1	0	0	7.72	26.78
1	3	1	0	0	7.75	26.78
0	3	0	0	0	8.05	27.95
0	3	0	0	0	8.05	27.95
0	3	0	1	1	22.36	27.21
